rank,player,team,position,tier,on_ice_ga,rate,pct_in_tier,on_ice_xga60,ga_per60
45,Alex Ovechkin,WSH,F,mid,47,0.01,88.0,2.92,2.42
46,Brendan Gallagher,MTL,F,lo,34,0.0098,85.0,2.85,2.33
47,Nathan Walker,STL,F,lo,27,0.0098,85.0,2.41,3.52
48,Mikko Rantanen,DAL,F,mid,42,0.0097,88.0,2.6,2.02
49,Connor Brown,NJD,F,hi,42,0.0097,86.0,2.66,2.64
50,Ilya Mikheyev,CHI,F,hi,42,0.0094,86.0,3.11,2.35
51,Jeff Malott,LAK,F,lo,26,0.0094,84.0,2.35,2.97
52,Owen Tippett,PHI,F,hi,52,0.0093,85.0,2.34,2.72
53,Brady Tkachuk,OTT,F,lo,35,0.0092,83.0,2.24,2.72
54,Auston Matthews,TOR,F,mid,42,0.009,87.0,3.02,2.75
55,Oskar Sundqvist,STL,F,lo,35,0.0089,82.0,2.6,3.98
56,Nathan MacKinnon,COL,F,hi,51,0.0085,84.0,2.79,1.92
57,Casey Mittelstadt,BOS,F,mid,39,0.0085,86.0,2.8,2.51
58,Mathew Barzal,NYI,F,hi,51,0.0084,83.0,2.95,2.33
59,Justin Brazeau,PIT,F,lo,32,0.0084,81.0,2.73,2.72
60,Adam Gaudette,SJS,F,lo,27,0.008,80.0,2.67,3.0
61,Jason Robertson,DAL,F,hi,38,0.0076,82.0,2.57,1.9
62,Mark Scheifele,WPG,F,hi,80,0.0075,81.0,2.98,3.25
63,Dylan Larkin,DET,F,hi,43,0.0073,80.0,2.83,2.43
64,Jonathan Marchessault,NSH,F,lo,43,0.0073,79.0,3.28,2.97
65,Jason Zucker,BUF,F,lo,41,0.0071,78.0,2.91,2.6
66,Brad Marchand,FLA,F,lo,41,0.007,77.0,3.5,3.79
67,Pontus Holmberg,TBL,F,mid,29,0.0069,85.0,2.07,2.14
68,Eric Robinson,CAR,F,lo,26,0.0069,76.0,2.35,1.93
69,Valeri Nichushkin,COL,F,mid,44,0.0067,84.0,2.35,2.47
70,Emmitt Finnie,DET,F,hi,42,0.0067,79.0,2.78,2.6
71,Nick Paul,TBL,F,lo,32,0.0065,75.0,2.29,3.08
72,Colton Sissons,VGK,F,lo,29,0.0065,75.0,2.28,2.1
73,Rickard Rakell,PIT,F,lo,40,0.0063,74.0,2.83,2.6
74,Viktor Arvidsson,BOS,F,lo,30,0.0061,73.0,2.89,2.04
75,Ross Johnston,ANA,F,lo,31,0.0061,72.0,2.68,2.51
76,Michael McCarron,NSH,F,mid,47,0.0061,83.0,2.47,2.75
77,Frederick Gaudreau,SEA,F,mid,34,0.006,82.0,2.91,2.25
78,Egor Chinakhov,PIT,F,lo,42,0.0057,71.0,2.82,2.57
79,Tyler Bertuzzi,CHI,F,hi,57,0.0056,78.0,3.15,2.94
80,Dakota Joshua,TOR,F,lo,25,0.0055,70.0,2.69,2.62
81,Nikita Kucherov,TBL,F,hi,52,0.0054,77.0,2.78,2.59
82,Zachary Bolduc,MTL,F,mid,45,0.0053,81.0,2.61,2.48
83,Evander Kane,VAN,F,mid,44,0.0052,80.0,3.38,3.1
84,Matvei Michkov,PHI,F,mid,40,0.0052,79.0,2.23,2.48
85,Ondrej Palat,NJD,F,mid,43,0.0052,79.0,2.72,3.06
86,Nick Lardis,CHI,F,lo,28,0.0052,69.0,3.08,4.08
87,Alexis Lafrenière,NYR,F,hi,48,0.0052,77.0,2.41,2.25
88,Matt Savoie,EDM,F,mid,46,0.0052,78.0,2.9,2.72
89,Alexander Wennberg,SJS,F,hi,58,0.0052,76.0,2.59,2.9
90,Mikael Backlund,CGY,F,hi,36,0.0052,75.0,2.74,2.17
91,Mason Appleton,DET,F,lo,27,0.0051,68.0,2.84,2.18
92,Phillip Danault,MTL,F,mid,42,0.005,77.0,2.71,2.15
93,Morgan Frost,CGY,F,mid,43,0.005,76.0,2.76,2.73
94,Peyton Krebs,BUF,F,hi,42,0.005,74.0,2.67,2.35
95,Nicolas Roy,TOR,F,mid,42,0.0048,75.0,2.72,2.34
96,Marcus Johansson,MIN,F,mid,38,0.0048,74.0,2.48,2.13
97,Nic Dowd,WSH,F,mid,33,0.0045,73.0,2.52,1.88
98,Ryan Leonard,WSH,F,mid,32,0.0044,72.0,3.08,1.92
99,Macklin Celebrini,SJS,F,hi,58,0.0044,73.0,2.89,2.56
100,Vasily Podkolzin,EDM,F,hi,47,0.0042,72.0,2.59,2.36
101,Adam Fantilli,CBJ,F,hi,55,0.0042,71.0,2.74,2.87
102,Mathieu Joseph,STL,F,lo,25,0.0042,67.0,2.08,2.34
103,Taylor Hall,CAR,F,mid,51,0.0041,71.0,2.58,2.46
104,Tye Kartye,SEA,F,lo,32,0.0041,66.0,2.48,3.05
105,Jake DeBrusk,VAN,F,mid,45,0.004,71.0,3.1,3.09
106,Ridly Greig,OTT,F,mid,45,0.004,70.0,2.43,2.58
107,Gage Goncalves,TBL,F,mid,40,0.0036,69.0,2.19,2.45
108,Matthew Wood,NSH,F,lo,33,0.0036,65.0,2.94,2.92
109,Marcus Foligno,MIN,F,lo,29,0.0036,65.0,2.46,2.51
110,Tyson Jost,NSH,F,lo,36,0.0035,64.0,2.82,3.28
111,Frank Nazar,CHI,F,mid,43,0.0034,68.0,3.12,3.18
112,Berkly Catton,SEA,F,lo,29,0.0034,63.0,2.74,2.39
113,Martin Necas,COL,F,hi,48,0.0033,70.0,2.78,1.89
114,Josh Anderson,MTL,F,lo,44,0.0033,62.0,2.86,2.82
115,Fraser Minten,BOS,F,hi,29,0.0032,69.0,2.69,1.71
116,Boone Jenner,CBJ,F,mid,34,0.0032,67.0,2.74,2.56
117,Jonathan Drouin,NYI,F,lo,28,0.0032,61.0,2.83,1.88
118,Colin Blackwell,DAL,F,lo,26,0.0032,60.0,2.27,2.21
119,Gabriel Vilardi,WPG,F,hi,69,0.0031,68.0,2.89,3.16
120,David Perron,OTT,F,lo,32,0.0029,59.0,1.97,2.67
121,Mats Zuccarello,MIN,F,lo,45,0.0029,58.0,2.56,2.96
122,Nicholas Robertson,TOR,F,mid,39,0.0028,66.0,2.93,3.02
123,Andrew Mangiapane,EDM,F,lo,37,0.0027,57.0,2.64,3.62
124,Jack Roslovic,EDM,F,mid,53,0.0027,65.0,2.83,2.9
125,Bo Horvat,NYI,F,mid,44,0.0025,64.0,3.1,2.62
126,Luke Kunin,FLA,F,lo,25,0.0025,56.0,2.58,2.83
127,Kent Johnson,CBJ,F,lo,39,0.0025,55.0,2.71,2.69
128,Jonatan Berggren,STL,F,lo,28,0.0024,55.0,2.5,2.59
129,A.J. Greer,FLA,F,mid,38,0.0023,63.0,2.37,2.38
130,Jamie Benn,DAL,F,lo,26,0.0023,54.0,2.56,2.31
131,Tim Stützle,OTT,F,hi,54,0.0022,68.0,2.51,3.05
132,Steven Stamkos,NSH,F,hi,49,0.0021,67.0,2.64,2.75
133,Dylan Holloway,STL,F,mid,38,0.002,62.0,2.55,2.71
134,Matt Boldy,MIN,F,hi,39,0.002,66.0,2.66,2.08
135,Jordan Staal,CAR,F,mid,50,0.0019,62.0,2.49,2.62
136,Morgan Geekie,BOS,F,hi,49,0.0016,65.0,2.91,2.41
137,Drake Batherson,OTT,F,hi,44,0.0015,64.0,2.27,2.77
138,Jackson Blake,CAR,F,hi,50,0.0013,63.0,2.49,2.25
139,Mathieu Olivier,CBJ,F,lo,29,0.0013,53.0,2.38,1.89
140,Yanni Gourde,TBL,F,hi,40,0.0012,62.0,2.22,2.3
141,Matthew Knies,TOR,F,hi,58,0.0012,61.0,3.12,3.19
142,Ryan Donato,CHI,F,hi,42,0.001,60.0,2.87,2.73
143,Claude Giroux,OTT,F,mid,38,0.0009,61.0,2.18,2.21
144,Jimmy Snuggerud,STL,F,mid,35,0.0008,60.0,2.9,2.19
145,Andrew Copp,DET,F,hi,38,0.0008,59.0,2.57,2.35
146,Joel Eriksson Ek,MIN,F,mid,28,0.0003,59.0,2.66,2.03
147,John Tavares,TOR,F,hi,67,0.0003,59.0,2.87,3.38
148,Vincent Trocheck,NYR,F,mid,42,0.0001,58.0,2.87,2.63
149,Mason McTavish,ANA,F,mid,56,-0.0001,57.0,3.16,3.65
150,Seth Jarvis,CAR,F,mid,51,-0.0001,56.0,2.64,2.81
151,Elias Pettersson,VAN,F,mid,46,-0.0003,55.0,3.12,3.15
152,Nikolaj Ehlers,CAR,F,hi,51,-0.0003,58.0,2.38,2.47
153,Pavel Dorofeyev,VGK,F,hi,48,-0.0003,57.0,2.14,2.14
154,Alex Turcotte,LAK,F,lo,27,-0.0004,52.0,2.4,2.71
155,Nazem Kadri,CGY,F,hi,55,-0.0005,56.0,2.86,2.91
156,Bryan Rust,PIT,F,mid,56,-0.0006,54.0,3.04,3.11
157,Jack Drury,COL,F,mid,35,-0.0006,54.0,1.96,1.84
158,Jordan Kyrou,STL,F,mid,39,-0.0007,53.0,2.05,2.47
159,Cole Smith,NSH,F,lo,32,-0.0007,51.0,2.38,2.42
160,Shane Pinto,OTT,F,mid,48,-0.0007,52.0,2.21,2.62
161,Jordan Martinook,CAR,F,mid,55,-0.0007,51.0,2.44,2.73
162,Evan Rodrigues,FLA,F,mid,45,-0.0008,50.0,2.37,3.0
163,Oliver Kapanen,MTL,F,mid,47,-0.0008,49.0,3.32,3.08
164,Alex Laferriere,LAK,F,hi,50,-0.0009,55.0,2.48,2.09
165,Marat Khusnutdinov,BOS,F,mid,34,-0.001,48.0,2.84,2.05
166,J.T. Compher,DET,F,hi,51,-0.001,54.0,2.96,3.16
167,Danila Yurov,MIN,F,mid,41,-0.0011,47.0,2.49,2.81
168,Alexandre Texier,MTL,F,lo,25,-0.0011,50.0,2.78,1.65
169,Ben Kindel,PIT,F,mid,45,-0.0011,46.0,2.76,2.57
170,Tomas Hertl,VGK,F,hi,54,-0.0012,53.0,2.2,3.04
171,Alex Killorn,ANA,F,hi,54,-0.0012,52.0,2.84,2.61
172,Alex Tuch,BUF,F,hi,51,-0.0012,51.0,2.71,2.27
173,Brett Howden,VGK,F,lo,42,-0.0013,49.0,2.35,2.88
174,Dawson Mercer,NJD,F,hi,41,-0.0013,50.0,2.62,2.44
175,Ross Colton,COL,F,lo,36,-0.0014,48.0,2.41,2.42
176,Casey Cizikas,NYI,F,lo,27,-0.0014,47.0,2.25,2.06
177,Charlie Coyle,CBJ,F,hi,41,-0.0014,50.0,2.49,2.12
178,Anthony Duclair,NYI,F,lo,25,-0.0015,46.0,3.3,2.0
179,Jonathan Toews,WPG,F,mid,36,-0.0016,46.0,2.63,2.23
180,Linus Karlsson,VAN,F,lo,56,-0.0016,45.0,2.8,4.44
181,Tom Wilson,WSH,F,mid,41,-0.002,45.0,2.51,2.19
182,Anders Lee,NYI,F,hi,43,-0.0021,49.0,3.05,2.46
183,Jason Dickinson,CHI,F,lo,40,-0.0021,45.0,2.63,2.89
184,Eeli Tolvanen,SEA,F,mid,42,-0.0022,44.0,3.01,2.76
185,Corey Perry,LAK,F,lo,28,-0.0022,44.0,2.45,1.7
186,Troy Terry,ANA,F,lo,44,-0.0023,43.0,2.79,2.99
187,Kirill Kaprizov,MIN,F,hi,55,-0.0024,48.0,2.59,2.46
188,Vladimir Tarasenko,MIN,F,mid,36,-0.0024,43.0,2.79,2.31
189,Easton Cowan,TOR,F,lo,27,-0.0025,42.0,3.03,2.02
190,Liam Ohgren,VAN,F,lo,37,-0.0026,41.0,3.09,2.97
191,Calum Ritchie,NYI,F,lo,27,-0.0026,40.0,3.09,2.5
192,Drew O'Connor,VAN,F,hi,45,-0.0028,47.0,2.97,2.76
193,Miles Wood,CBJ,F,lo,28,-0.0029,39.0,2.87,3.2
194,William Eklund,SJS,F,hi,62,-0.0029,46.0,2.81,3.35
195,Quinton Byfield,LAK,F,hi,48,-0.003,45.0,2.52,2.45
196,Kirby Dach,MTL,F,lo,29,-0.003,38.0,2.72,3.0
197,Alexey Toropchenko,STL,F,lo,28,-0.0032,37.0,2.47,2.74
198,Ryan Greene,CHI,F,hi,51,-0.0032,44.0,3.51,3.21
199,Jean-Gabriel Pageau,NYI,F,mid,37,-0.0033,42.0,3.17,2.72
200,Beck Malenstyn,BUF,F,lo,25,-0.0034,36.0,2.47,2.0
201,William Nylander,TOR,F,mid,59,-0.0034,41.0,3.05,3.77
202,Michael Amadio,OTT,F,hi,45,-0.0034,43.0,2.2,2.49
203,Elias Lindholm,BOS,F,mid,43,-0.0034,40.0,3.02,2.93
204,Bobby Brink,PHI,F,mid,32,-0.0035,39.0,2.17,2.01
205,Ty Dellandrea,SJS,F,lo,27,-0.0036,35.0,3.23,3.85
206,Jake Evans,MTL,F,lo,33,-0.0036,35.0,2.58,2.4
207,Matias Maccelli,TOR,F,mid,48,-0.0036,38.0,2.74,3.51
208,Leon Draisaitl,EDM,F,hi,56,-0.004,42.0,2.69,2.88
209,Sam Reinhart,FLA,F,mid,40,-0.0041,38.0,2.43,2.54
210,Max Sasson,VAN,F,lo,34,-0.0042,34.0,2.97,3.1
211,Dmitri Voronkov,CBJ,F,lo,25,-0.0043,33.0,2.57,2.14
212,Connor McMichael,WSH,F,mid,45,-0.0044,37.0,3.09,2.77
213,Juraj Slafkovský,MTL,F,hi,61,-0.0044,41.0,3.02,2.21
214,Ivan Demidov,MTL,F,mid,45,-0.0045,36.0,2.92,2.96
215,Dylan Cozens,OTT,F,hi,38,-0.0045,41.0,2.08,2.45
216,Joe Veleno,MTL,F,lo,29,-0.0046,32.0,2.4,2.8
217,Bobby McMann,TOR,F,hi,49,-0.0047,40.0,2.88,2.89
218,Ryan McLeod,BUF,F,hi,56,-0.0047,39.0,2.85,2.83
219,Lucas Raymond,DET,F,hi,53,-0.0048,38.0,2.75,2.68
220,Trent Frederic,EDM,F,lo,33,-0.0049,31.0,2.41,2.39
221,Hendrix Lapierre,WSH,F,lo,26,-0.0049,30.0,2.3,2.26
222,Denver Barkey,PHI,F,lo,27,-0.0049,29.0,2.09,2.78
223,Brock Boeser,VAN,F,hi,56,-0.005,37.0,3.19,3.72
224,Nino Niederreiter,WPG,F,lo,28,-0.0053,28.0,2.54,2.31
225,Cutter Gauthier,ANA,F,mid,58,-0.0053,35.0,3.1,3.37
226,Sean Monahan,CBJ,F,mid,40,-0.0053,34.0,2.78,2.59
227,Josh Doan,BUF,F,hi,47,-0.0054,36.0,2.7,2.86
228,Barclay Goodrow,SJS,F,lo,31,-0.0055,27.0,2.47,2.54
229,Ben Meyers,SEA,F,lo,32,-0.0056,26.0,2.55,3.86
230,Aliaksei Protas,WSH,F,hi,41,-0.0057,35.0,2.86,2.32
231,Alex Newhook,MTL,F,lo,26,-0.0058,25.0,2.91,2.67
232,Sam Steel,DAL,F,mid,41,-0.0059,33.0,2.47,2.03
233,Oliver Moore,CHI,F,lo,30,-0.006,25.0,2.52,3.42
234,Sean Couturier,PHI,F,mid,46,-0.0062,32.0,2.22,2.53
235,Emil Heineman,NYI,F,hi,44,-0.0063,34.0,3.12,2.47
236,Logan Stankoven,CAR,F,hi,53,-0.0065,33.0,2.48,2.26
237,Yegor Sharangovich,CGY,F,mid,40,-0.0065,31.0,3.03,2.73
238,Blake Coleman,CGY,F,mid,33,-0.0066,30.0,2.51,2.44
239,Zack Ostapchuk,SJS,F,lo,25,-0.0067,24.0,2.31,2.55
240,Jake Guentzel,TBL,F,hi,58,-0.0068,32.0,2.55,2.87
241,Sidney Crosby,PIT,F,mid,57,-0.0069,29.0,2.92,2.8
242,Andrei Svechnikov,CAR,F,hi,54,-0.0074,32.0,2.85,2.75
243,Jack Eichel,VGK,F,hi,61,-0.0074,31.0,2.29,2.44
244,Teddy Blueger,VAN,F,lo,32,-0.0075,23.0,3.06,4.12
245,Trevor Moore,LAK,F,mid,35,-0.0076,29.0,2.39,2.37
246,Connor McDavid,EDM,F,hi,72,-0.0076,30.0,2.83,2.94
247,Marco Rossi,VAN,F,lo,41,-0.0076,22.0,3.0,3.47
248,Wyatt Johnston,DAL,F,hi,57,-0.0077,29.0,2.88,2.38
249,Justin Sourdif,WSH,F,hi,31,-0.0077,28.0,2.62,1.65
250,Dalibor Dvorsky,STL,F,mid,33,-0.0078,28.0,2.61,2.53
251,Noah Cates,PHI,F,mid,30,-0.008,27.0,2.11,1.67
252,Christian Dvorak,PHI,F,hi,53,-0.008,27.0,2.82,2.58
253,Ryan Hartman,MIN,F,hi,49,-0.0081,26.0,2.69,2.4
254,Alex DeBrincat,DET,F,hi,45,-0.0081,25.0,2.65,2.41
255,Nikita Grebenkin,PHI,F,lo,26,-0.0082,21.0,2.49,2.5
256,Adrian Kempe,LAK,F,hi,43,-0.0082,24.0,2.67,1.98
257,Fabian Zetterlund,OTT,F,mid,41,-0.0082,26.0,2.42,2.75
258,Kirill Marchenko,CBJ,F,hi,36,-0.0083,23.0,2.75,1.99
259,Tanner Jeannot,BOS,F,mid,26,-0.0083,25.0,2.9,2.25
260,Andre Burakovsky,CHI,F,mid,56,-0.0083,24.0,3.42,3.81
261,Tommy Novak,PIT,F,hi,50,-0.0084,23.0,2.72,2.82
262,Jeffrey Viel,ANA,F,lo,26,-0.0085,20.0,3.05,2.89
263,Nico Hischier,NJD,F,hi,48,-0.0086,22.0,2.68,2.49
264,Max Domi,TOR,F,hi,54,-0.0087,21.0,3.16,3.77
265,Matvei Gridin,CGY,F,lo,27,-0.0087,19.0,3.12,3.58
266,Jordan Eberle,SEA,F,hi,41,-0.0088,20.0,2.62,1.87
267,Victor Olofsson,COL,F,mid,29,-0.0089,23.0,2.38,2.0
268,Kyle Connor,WPG,F,hi,77,-0.009,19.0,2.92,3.28
269,Kevin Fiala,LAK,F,lo,25,-0.0091,18.0,2.29,1.92
270,Brayden Point,TBL,F,lo,41,-0.0091,17.0,2.65,2.75
271,Matt Coronato,CGY,F,hi,52,-0.0093,18.0,3.25,2.93
272,Teuvo Teravainen,CHI,F,mid,46,-0.0094,22.0,2.91,2.88
273,Zach Hyman,EDM,F,mid,49,-0.0095,21.0,2.94,2.97
274,Warren Foegele,LAK,F,lo,26,-0.0095,16.0,2.45,1.78
275,Keegan Kolesar,VGK,F,mid,43,-0.0095,21.0,2.46,2.85
276,Colton Dach,CHI,F,lo,25,-0.0096,15.0,2.56,2.51
277,Chandler Stephenson,SEA,F,hi,50,-0.0096,17.0,3.45,2.58
278,Ryan O'Reilly,NSH,F,hi,42,-0.0097,16.0,2.75,2.35
279,Oliver Bjorkstrand,TBL,F,lo,43,-0.0097,15.0,2.37,2.42
280,Cole Caufield,MTL,F,hi,51,-0.0097,15.0,2.73,2.15
281,Jack Hughes,NJD,F,hi,47,-0.0097,14.0,2.64,2.9
282,Will Smith,SJS,F,mid,43,-0.0098,20.0,2.99,2.3
283,Kiefer Sherwood,VAN,F,mid,53,-0.0099,19.0,2.7,3.29
284,Matty Beniers,SEA,F,hi,50,-0.01,14.0,2.59,2.37
285,Anthony Beauvillier,WSH,F,hi,40,-0.01,13.0,3.03,2.46
286,Adam Lowry,WPG,F,mid,34,-0.0101,18.0,2.61,2.25
287,Fedor Svechkov,NSH,F,lo,31,-0.0102,14.0,2.73,2.71
288,Marco Kasper,DET,F,mid,41,-0.0103,17.0,2.67,2.61
289,Mason Marchment,CBJ,F,mid,26,-0.0104,16.0,2.47,1.7
290,Tage Thompson,BUF,F,hi,59,-0.0104,12.0,2.79,2.75
291,Michael Rasmussen,DET,F,lo,27,-0.0105,13.0,2.73,2.21
292,Anthony Cirelli,TBL,F,mid,32,-0.0106,15.0,2.83,1.99
293,Yakov Trenin,MIN,F,mid,26,-0.0107,14.0,2.66,1.88
294,Alex Iafallo,WPG,F,hi,48,-0.011,11.0,2.63,2.64
295,Connor Dewar,PIT,F,lo,34,-0.0113,12.0,2.6,2.19
296,Connor Bedard,CHI,F,hi,57,-0.0114,10.0,3.66,3.54
297,Carter Verhaeghe,FLA,F,hi,52,-0.0114,9.0,2.89,2.9
298,Simon Holmstrom,NYI,F,mid,41,-0.0115,13.0,2.93,2.62
299,Sean Kuraly,BOS,F,mid,28,-0.0116,12.0,2.76,2.11
300,Ryan Poehling,ANA,F,mid,45,-0.0117,12.0,3.06,2.73
301,Brock Nelson,COL,F,hi,48,-0.0118,8.0,2.47,2.1
302,David Pastrnak,BOS,F,hi,62,-0.0118,7.0,2.88,2.57
303,Anton Lundell,FLA,F,lo,36,-0.012,11.0,2.58,2.51
304,Zemgus Girgensons,TBL,F,mid,27,-0.0121,11.0,2.41,1.75
305,Will Cuylle,NYR,F,hi,36,-0.0123,6.0,2.44,2.13
306,Sam Bennett,FLA,F,mid,48,-0.0125,10.0,2.97,2.98
307,Justin Hryckowian,DAL,F,mid,34,-0.0129,9.0,2.29,2.15
308,Braeden Bowman,VGK,F,lo,41,-0.0131,10.0,2.44,4.06
309,Jack Quinn,BUF,F,hi,51,-0.0134,5.0,3.04,2.41
310,Anze Kopitar,LAK,F,mid,29,-0.0138,8.0,2.42,1.51
311,Dylan Strome,WSH,F,hi,45,-0.0138,5.0,3.05,2.66
312,Brayden Schenn,STL,F,hi,54,-0.0139,4.0,2.72,3.22
313,Jonathan Huberdeau,CGY,F,lo,29,-0.0144,9.0,2.68,2.73
314,Erik Haula,NSH,F,mid,49,-0.0148,7.0,2.93,2.9
315,Artturi Lehkonen,COL,F,mid,34,-0.0152,6.0,2.64,1.92
316,Leo Carlsson,ANA,F,mid,53,-0.0154,5.0,2.86,2.86
317,Collin Graf,SJS,F,hi,38,-0.0155,3.0,2.83,2.41
318,Eetu Luostarinen,FLA,F,mid,45,-0.0158,4.0,2.46,2.72
319,Mark Stone,VGK,F,lo,44,-0.0166,8.0,2.08,2.32
320,Gabriel Landeskog,COL,F,lo,27,-0.0167,7.0,2.67,1.89
321,Nick Foligno,MIN,F,lo,27,-0.0171,6.0,2.25,2.19
322,Mavrik Bourque,DAL,F,hi,41,-0.0173,2.0,2.37,2.45
323,Robert Thomas,STL,F,mid,35,-0.0177,4.0,2.49,2.34
324,Paul Cotter,NJD,F,lo,37,-0.0177,5.0,2.88,3.03
325,Parker Kelly,COL,F,lo,32,-0.0182,5.0,2.08,1.83
326,Patrick Kane,DET,F,mid,38,-0.0182,3.0,2.7,2.69
327,Ryan Winterton,SEA,F,lo,28,-0.0182,4.0,2.55,2.43
328,Joel Armia,LAK,F,lo,29,-0.0183,3.0,2.4,1.92
329,Cole Perfetti,WPG,F,mid,35,-0.0184,2.0,2.32,2.23
330,Pavel Zacha,BOS,F,mid,45,-0.0187,1.0,2.96,2.69
331,Mikael Granlund,ANA,F,lo,44,-0.0213,2.0,2.74,2.95
332,Mika Zibanejad,NYR,F,hi,50,-0.0229,1.0,2.52,2.51
333,Cody Glass,NJD,F,lo,28,-0.0243,1.0,2.51,2.33
